,location,bath,balcony,price,bhk,total_area_in_sqrt
2760,Hennur,3.0,2.0,102.0,3,1935.0
2762,Hennur,2.0,1.0,69.0,3,1345.0
2763,Hennur,2.0,1.0,58.0,2,1255.0
2764,Hennur,2.0,1.0,62.0,2,1420.0
2765,Hennur,2.0,2.0,54.5,2,1155.0
2766,Hennur,2.0,1.0,52.32,2,1255.0
2767,Hennur,2.0,2.0,52.35,2,1255.0
2770,Hennur,2.0,2.0,54.5,2,1255.0
2771,Hennur,3.0,0.0,84.205,3,1830.5
2772,Hennur,2.0,1.0,55.5,2,1255.0
2773,Hennur,2.0,1.0,53.57,2,1255.0
2774,Hennur,2.0,2.0,56.5,2,1255.0
2775,Hennur,2.0,2.0,42.73,2,1050.0
2776,Hennur,2.0,1.0,62.0,2,1295.0
2777,Hennur Road,3.0,2.0,140.0,3,2089.0
2778,Hennur Road,2.0,2.0,224.5,4,3203.5
2779,Hennur Road,8.0,2.0,250.0,8,5000.0
2780,Hennur Road,2.0,1.0,83.09,2,1385.0
2781,Hennur Road,2.0,0.0,63.77,2,1317.5
2783,Hennur Road,3.0,1.0,159.0,3,2264.0
2784,Hennur Road,2.0,1.0,84.0,2,1157.0
2785,Hennur Road,3.0,2.0,120.0,3,1904.0
2786,Hennur Road,3.0,1.0,109.0,3,1891.0
2787,Hennur Road,3.0,2.0,95.0,3,1561.0
2788,Hennur Road,3.0,1.0,149.0,3,2060.0
2789,Hennur Road,2.0,1.0,92.0,3,1482.0
2790,Hennur Road,2.0,2.0,89.0,2,1232.0
2791,Hennur Road,2.0,1.0,42.6,2,1065.0
2793,Hennur Road,2.0,1.0,87.0,3,1482.0
2794,Hennur Road,3.0,1.0,139.0,3,1891.0
2795,Hennur Road,3.0,2.0,101.0,3,1703.0
2796,Hennur Road,2.0,0.0,69.61,2,1232.0
2797,Hennur Road,2.0,1.0,49.0,2,987.0
2799,Hennur Road,3.0,2.0,160.0,3,2160.0
2800,Hennur Road,3.0,2.0,99.27,3,1680.0
2801,Hennur Road,2.0,1.0,42.6,2,1065.0
2802,Hennur Road,2.0,1.0,83.09,2,1385.0
2803,Hennur Road,3.0,2.0,174.0,3,2350.0
2804,Hennur Road,3.0,3.0,93.94,3,1586.0
2805,Hennur Road,3.0,3.0,123.0,3,1975.0
2807,Hennur Road,2.0,1.0,94.5,3,1290.0
2808,Hennur Road,2.0,1.0,49.5,2,901.0
2809,Hennur Road,3.0,1.0,86.56,3,1445.0
2810,Hennur Road,2.0,3.0,97.0,3,1482.0
2811,Hennur Road,2.0,2.0,82.5,2,1182.0
2812,Hennur Road,2.0,1.0,59.46,2,1036.0
2813,Hennur Road,3.0,1.0,109.0,3,1891.0
2814,Hennur Road,2.0,1.0,69.61,2,1232.0
2816,Hennur Road,3.0,2.0,170.0,3,2320.0
2817,Hennur Road,3.0,1.0,118.0,3,1936.0
2818,Hennur Road,2.0,2.0,65.0,2,1480.0
2819,Hennur Road,3.0,2.0,96.5,3,1590.0
2820,Hennur Road,2.0,1.0,105.0,3,1445.0
2821,Hennur Road,2.0,1.0,59.45,2,1036.0
2822,Hennur Road,3.0,1.0,125.0,3,1832.0
2823,Hennur Road,2.0,2.0,104.0,2,1359.0
2824,Hennur Road,2.0,1.0,75.76,2,1341.0
2825,Hennur Road,2.0,2.0,50.0,2,1040.0
2827,Hennur Road,2.0,2.0,84.18,2,1414.0
2828,Hennur Road,3.0,1.0,133.0,3,1949.0
2829,Hennur Road,2.0,2.0,89.0,2,1232.0
2830,Hennur Road,2.0,1.0,77.88,3,1250.0
2831,Hennur Road,4.0,2.0,180.0,4,2502.0
2832,Hennur Road,3.0,1.0,110.0,3,1831.0
2833,Hennur Road,2.0,1.0,87.0,2,1232.0
2834,Hennur Road,2.0,1.0,74.0,2,1232.0
2835,Hennur Road,2.0,1.0,66.0,2,1232.0
2836,Hennur Road,2.0,1.0,95.0,2,1341.0
2838,Hennur Road,2.0,1.0,88.0,2,1232.0
2839,Hennur Road,4.0,2.0,175.0,3,2365.0
2840,Hennur Road,2.0,1.0,66.0,2,1310.0
2842,Hennur Road,2.0,2.0,50.0,2,1015.0
2843,Hennur Road,3.0,2.0,168.0,3,2264.0
2844,Hennur Road,3.0,2.0,120.0,3,2002.0
2845,Hennur Road,2.0,1.0,69.6,2,1232.0
2846,Hennur Road,2.0,2.0,73.0,2,1195.0
2847,Hennur Road,2.0,3.0,47.0,2,1020.0
2848,Hennur Road,6.0,3.0,375.0,5,5100.0
2849,Hennur Road,2.0,1.0,54.92,2,1061.0
2851,Hennur Road,2.0,0.0,45.0,2,1020.0
2852,Hennur Road,3.0,3.0,128.0,3,2041.0
2853,Hennur Road,2.0,1.0,87.0,2,1232.0
2854,Hennur Road,2.0,1.0,52.23,2,1066.0
2855,Hennur Road,2.0,1.0,56.0,2,973.0
2856,Hennur Road,2.0,1.0,84.0,2,1255.0
2857,Hennur Road,2.0,1.0,83.0,2,1232.0
2858,Hennur Road,3.0,1.0,116.0,3,1832.0
2859,Hennur Road,3.0,2.0,120.0,3,2050.0
2860,Hennur Road,2.0,2.0,86.69,3,1445.0
2861,Hennur Road,2.0,1.0,83.0,3,1445.0
2864,Hennur Road,3.0,2.0,97.8,3,1654.0
2865,Hennur Road,3.0,2.0,100.0,3,1480.0
2866,Hennur Road,3.0,1.0,88.6,3,1450.0
2867,Hennur Road,2.0,1.0,69.18,2,1155.0
2868,Hennur Road,2.0,1.0,53.0,2,1053.0
2869,Hennur Road,2.0,2.0,59.0,2,1195.0
2870,Hennur Road,3.0,2.0,129.0,3,1904.0
2871,Hennur Road,3.0,1.0,134.0,3,1981.0
2872,Hennur Road,2.0,1.0,69.18,2,1155.0
2874,Hennur Road,3.0,2.0,105.0,3,1590.0
2875,Hennur Road,3.0,3.0,138.0,3,2041.0
2876,Hennur Road,4.0,0.0,154.0,4,1880.0
2877,Hennur Road,2.0,1.0,69.61,2,1232.0
2878,Hennur Road,3.0,2.0,103.0,3,1748.0
2879,Hennur Road,2.0,1.0,80.3,2,1460.0
2881,Hennur Road,3.0,2.0,140.0,3,1933.0
2882,Hennur Road,2.0,1.0,46.5,2,1030.0
2883,Hennur Road,2.0,1.0,69.61,2,1232.0
2885,Hennur Road,2.0,1.0,89.56,3,1445.0
2886,Hennur Road,2.0,1.0,50.74,2,973.0
2888,Hennur Road,2.0,1.0,77.0,3,1305.0
2890,Hennur Road,2.0,1.0,67.0,2,1165.0
2891,Hennur Road,2.0,1.0,51.0,2,980.0
2892,Hennur Road,2.0,1.0,80.0,2,1232.0
2893,Hennur Road,2.0,1.0,43.4,2,1085.0
2894,Hennur Road,2.0,1.0,55.0,2,950.0
2895,Hennur Road,2.0,2.0,56.0,2,1140.0
2896,Hennur Road,3.0,1.0,110.0,3,1891.0
2899,Hennur Road,2.0,1.0,52.0,2,1165.0
2900,Hennur Road,2.0,2.0,80.0,2,1450.0
2901,Hennur Road,2.0,1.0,69.18,2,1155.0
2902,Hennur Road,3.0,1.0,131.0,3,1936.0
2903,Hoodi,2.0,2.0,67.0,2,985.0
2906,Hoodi,2.0,2.0,80.0,2,1425.0
2907,Hoodi,2.0,2.0,75.0,2,1420.0
2908,Hoodi,3.0,2.0,110.0,3,1639.0
2910,Hoodi,3.0,1.0,98.32,3,1639.0
2914,Hoodi,2.0,1.0,60.87,2,1026.0
2915,Hoodi,2.0,2.0,50.0,2,1050.0
2916,Hoodi,2.0,1.0,78.0,2,1400.0
2917,Hoodi,5.0,2.0,160.0,5,2400.0
2918,Hoodi,2.0,0.0,71.74,2,1196.0
2920,Hoodi,2.0,1.0,84.0,2,1500.0
2921,Hoodi,2.0,1.0,57.63,2,1055.0
2922,Hoodi,2.0,3.0,114.0,3,1925.0
2923,Hoodi,2.0,1.0,82.0,2,1400.0
2925,Hoodi,1.0,1.0,48.24,1,706.0
2926,Hoodi,2.0,1.0,69.0,2,1257.0
2927,Hoodi,2.0,0.0,67.9,2,1132.0
2928,Hoodi,3.0,3.0,110.0,3,1925.0
2930,Hoodi,2.0,1.0,71.03,2,1257.0
2931,Hoodi,2.0,1.0,75.0,2,1305.0
2933,Hoodi,2.0,3.0,65.0,2,1240.0
2935,Hoodi,2.0,1.0,74.23,2,1108.0
2936,Hoodi,2.0,1.0,68.5,2,1257.0
2937,Hoodi,2.0,2.0,48.0,2,1000.0
2938,Hoodi,2.0,1.0,61.17,2,1063.0
2939,Hoodi,2.0,2.0,69.45,2,1259.0
2940,Hoodi,1.0,0.0,42.65,1,711.0
2942,Hoodi,1.0,0.0,40.55,1,863.0
2943,Hoodi,2.0,2.0,100.0,3,1715.0
2945,Hoodi,3.0,2.0,76.0,2,1447.0
2946,Hoodi,3.0,2.0,140.0,3,2144.0
2947,Hoodi,2.0,0.0,66.46,2,1108.0
2949,Hoodi,3.0,1.0,110.0,3,1837.0
2950,Hoodi,4.0,1.0,220.0,4,3385.0
2952,Hoodi,2.0,2.0,55.0,2,1181.0
2953,Hoodi,3.0,0.0,85.0,3,1490.0
2954,Hoodi,2.0,0.0,59.135,2,1258.5
2955,"Hoodi Circle,",3.0,2.0,79.0,3,1629.0
2956,"Hoodi Circle,",2.0,1.0,58.0,2,1243.0
2957,"Hoodi Circle,",2.0,1.0,61.0,2,1234.0
2958,"Hoodi Circle,",1.0,1.0,39.0,1,813.0
2959,Horamavu Agara,2.0,1.0,45.0,2,1200.0
2960,Horamavu Agara,3.0,2.0,75.0,3,1560.0
2961,Horamavu Agara,2.0,1.0,47.65,2,982.0
2962,Horamavu Agara,2.0,1.0,75.0,3,1650.0
2963,Horamavu Agara,2.0,3.0,39.0,2,950.0
2964,Horamavu Agara,2.0,1.0,43.09,2,1106.0
2965,Horamavu Agara,2.0,2.0,41.0,2,1079.0
2966,Horamavu Agara,2.0,1.0,37.0,2,1060.0
2967,Horamavu Agara,2.0,1.0,41.51,2,1107.83
2968,Horamavu Agara,2.0,1.0,38.19,2,980.0
2969,Horamavu Agara,2.0,1.0,41.21,2,1145.0
2970,Horamavu Agara,2.0,1.0,46.0,2,1000.0
2971,Horamavu Agara,2.0,1.0,42.0,2,1150.0
2973,Horamavu Agara,1.0,1.0,27.0,1,625.0
2974,Horamavu Agara,2.0,1.0,38.0,2,1080.0
2975,Horamavu Agara,2.0,1.0,42.28,2,994.0
2976,Horamavu Agara,2.0,1.0,41.51,2,1107.83
2977,Horamavu Agara,2.0,2.0,52.0,3,1300.0
2978,Horamavu Agara,2.0,1.0,46.0,2,1090.0
2979,Horamavu Agara,3.0,3.0,63.0,3,1400.0
2980,Horamavu Agara,3.0,1.0,70.0,3,1557.0
2981,Horamavu Agara,2.0,2.0,47.0,2,1058.0
2984,Horamavu Banaswadi,2.0,2.0,46.0,2,1156.0
2985,Horamavu Banaswadi,2.0,2.0,58.0,2,1180.0
2986,Horamavu Banaswadi,2.0,2.0,51.6,2,1307.0
2987,Horamavu Banaswadi,8.0,0.0,200.0,6,3800.0
2988,Horamavu Banaswadi,2.0,2.0,54.0,2,1357.0
2989,Horamavu Banaswadi,2.0,3.0,38.0,2,925.0
2990,Horamavu Banaswadi,2.0,2.0,48.0,2,1272.0
2991,Horamavu Banaswadi,2.0,2.0,49.5,2,1225.0
2992,Horamavu Banaswadi,2.0,2.0,51.5,2,1272.0
2993,Horamavu Banaswadi,2.0,2.0,51.5,2,1272.0
2994,Horamavu Banaswadi,2.0,2.0,46.9,2,1156.0
2995,Horamavu Banaswadi,2.0,1.0,45.0,2,1200.0
2996,Horamavu Banaswadi,2.0,2.0,47.0,2,1254.0
2997,Horamavu Banaswadi,3.0,3.0,68.0,3,1610.0
2998,Horamavu Banaswadi,2.0,1.0,50.0,2,1210.0
2999,Horamavu Banaswadi,2.0,2.0,54.0,2,1357.0
3000,Horamavu Banaswadi,2.0,2.0,50.0,2,1272.0
3001,Horamavu Banaswadi,2.0,1.0,45.0,2,1200.0
3002,Horamavu Banaswadi,2.0,2.0,45.0,2,1025.0
3003,Horamavu Banaswadi,2.0,1.0,52.0,2,1081.0
3004,Horamavu Banaswadi,2.0,2.0,50.0,2,1000.0
3005,Hormavu,2.0,1.0,78.0,2,1500.0
3006,Hormavu,2.0,2.0,55.0,2,1150.0
3007,Hormavu,2.0,2.0,50.0,2,1180.0
3008,Hormavu,2.0,0.0,67.0,2,1200.0
3009,Hormavu,3.0,0.0,70.0,2,1200.0
3010,Hormavu,2.0,1.0,52.0,2,1175.0
3011,Hormavu,2.0,1.0,53.0,1,1351.0
3012,Hormavu,2.0,1.0,44.4,2,1141.0
3013,Hormavu,2.0,1.0,42.3,2,1130.0
3015,Hormavu,3.0,2.0,85.0,3,1725.0
3016,Hormavu,2.0,1.0,65.0,2,1153.0
3017,Hormavu,2.0,1.0,53.11,2,1150.0
3018,Hormavu,2.0,1.0,56.0,2,1123.0
3019,Hormavu,2.0,2.0,69.0,3,1385.0
3021,Hormavu,2.0,1.0,49.35,2,1030.0
3022,Hormavu,2.0,1.0,50.8,2,1018.0
3023,Hormavu,3.0,2.0,75.0,3,1555.0
3024,Hormavu,2.0,1.0,53.0,2,1143.0
3025,Hormavu,2.0,2.0,50.0,2,1000.0
3026,Hormavu,2.0,2.0,68.0,2,1200.0
3028,Hormavu,2.0,3.0,68.0,2,1200.0
3030,Hormavu,2.0,0.0,38.665,2,1081.5
3031,Hormavu,2.0,2.0,60.0,2,1250.0
3032,Hormavu,2.0,2.0,37.15,2,965.0
3033,Hormavu,1.0,0.0,28.275,1,583.0
3034,Hormavu,2.0,1.0,44.0,2,1129.0
3035,Hormavu,2.0,1.0,69.25,3,1385.0
3036,Hormavu,2.0,1.0,50.92,2,1065.0
3037,Hormavu,2.0,1.0,60.0,2,1046.0
3038,Hormavu,2.0,0.0,75.0,2,1400.0
3040,Hormavu,2.0,1.0,44.8,2,1196.0
3041,Hormavu,2.0,1.0,47.36,2,1263.0
3042,Hormavu,2.0,1.0,39.08,2,1015.0
3044,Hormavu,2.0,0.0,73.0,2,1200.0
3045,Hormavu,2.0,2.0,65.0,2,1250.0
3047,Hormavu,2.0,1.0,53.7,2,1075.0
3048,Hormavu,2.0,2.0,42.0,2,980.0
3049,Hormavu,2.0,1.0,53.7,2,1075.0
3050,Hormavu,4.0,0.0,115.0,4,2282.0
3051,Hormavu,2.0,1.0,55.0,2,1206.0
3052,Hormavu,2.0,2.0,67.0,2,1310.0
3053,Hormavu,2.0,3.0,60.0,2,1310.0
3054,Hormavu,2.0,2.0,45.75,2,1020.0
3055,Hormavu,2.0,3.0,69.0,2,1210.0
3056,Hosa Road,3.0,2.0,85.0,3,1652.0
3057,Hosa Road,3.0,1.0,80.0,3,1639.0
3058,Hosa Road,2.0,1.0,55.15,2,1161.0
3060,Hosa Road,2.0,1.0,55.15,2,1161.0
3061,Hosa Road,2.0,2.0,48.5,2,1243.0
3063,Hosa Road,2.0,1.0,86.12,3,1332.0
3064,Hosa Road,1.0,1.0,28.29,1,615.0
3065,Hosa Road,2.0,1.0,85.28,3,1318.0
3066,Hosa Road,2.0,1.0,52.0,2,1133.0
3067,Hosa Road,2.0,2.0,40.0,2,1016.0
3068,Hosa Road,2.0,2.0,40.0,2,972.0
3069,Hosa Road,2.0,1.0,55.15,2,1161.0
3070,Hosa Road,3.0,2.0,98.13,3,1532.0
3071,Hosa Road,3.0,1.0,101.0,3,1680.0
3072,Hosa Road,2.0,0.0,50.0,2,880.0
3073,Hosa Road,3.0,1.0,98.18,3,1533.0
3074,Hosa Road,2.0,1.0,68.59,2,1040.0
3075,Hosa Road,2.0,1.0,61.0,2,1040.0
3077,Hosa Road,2.0,1.0,62.0,2,1245.0
3078,Hosa Road,2.0,1.0,84.86,3,1311.0
3079,Hosa Road,1.0,0.0,39.99,1,800.0
3081,Hosa Road,2.0,1.0,64.79,2,1364.0
3082,Hosa Road,2.0,1.0,45.0,2,1016.0
3084,Hosa Road,2.0,1.0,77.61,2,1360.0
3085,Hosa Road,2.0,2.0,65.0,2,1170.0
3086,Hosa Road,2.0,1.0,55.15,2,1161.0
3087,Hosa Road,2.0,2.0,84.22,3,1470.0
3089,Hosa Road,2.0,1.0,48.75,2,1161.0
3091,Hosa Road,2.0,1.0,39.95,2,1016.0
3092,Hosakerehalli,3.0,1.0,262.0,3,2378.0
3093,Hosakerehalli,3.0,1.0,203.0,3,2376.0
3094,Hosakerehalli,5.0,1.0,380.0,4,3205.0
3096,Hosakerehalli,5.0,1.0,350.0,4,3024.0
3097,Hosakerehalli,5.0,2.0,250.0,5,2400.0
3098,Hosakerehalli,4.0,2.0,153.0,3,1817.0
3099,Hosakerehalli,2.0,3.0,100.0,2,1304.0
3100,Hosakerehalli,3.0,2.0,245.0,3,2480.0
3101,Hosakerehalli,2.0,1.0,46.5,2,925.0
3102,Hosakerehalli,4.0,1.0,260.0,3,2480.0
3103,Hosakerehalli,3.0,3.0,79.8,3,1596.0
3104,Hosakerehalli,2.0,1.0,100.0,3,1200.0
3105,Hosakerehalli,4.0,2.0,300.0,4,3205.0
3106,Hosakerehalli,4.0,1.0,326.0,4,3033.0
3107,Hosakerehalli,4.0,1.0,265.0,3,2480.0
3108,Hosakerehalli,2.0,1.0,46.25,2,925.0
3109,Hosakerehalli,3.0,1.0,240.0,3,2376.0
3110,Hoskote,3.0,2.0,50.0,3,1250.0
3111,Hoskote,3.0,1.0,40.0,3,1225.0
3112,Hoskote,3.0,3.0,60.0,3,1740.0
3113,Hoskote,2.0,3.0,45.0,2,1170.0
3114,Hoskote,2.0,2.0,33.6,2,1095.0
3116,Hoskote,2.0,3.0,31.5,2,1065.0
3117,Hoskote,2.0,2.0,28.5,2,1065.0
3118,Hoskote,2.0,1.0,35.0,2,945.0
3119,Hoskote,2.0,0.0,28.095,2,1003.5
3120,Hoskote,2.0,3.0,33.75,2,1065.0
3121,Hosur Road,2.0,1.0,120.0,2,1656.0
3122,Hosur Road,2.0,0.0,69.0,2,1194.0
3123,Hosur Road,5.0,2.0,240.0,5,3300.0
3124,Hosur Road,2.0,1.0,105.0,3,1510.0
3125,Hosur Road,2.0,1.0,80.63,3,1427.0
3126,Hosur Road,2.0,1.0,110.0,3,1508.0
3127,Hosur Road,1.0,1.0,21.0,1,460.0
3129,Hosur Road,2.0,1.0,49.0,2,1179.0
3130,Hosur Road,2.0,1.0,60.0,2,950.0
3131,Hosur Road,2.0,1.0,71.64,2,1194.0
3132,Hosur Road,3.0,1.0,130.0,3,1766.0
3133,Hosur Road,3.0,1.0,103.0,3,1689.0
3134,Hosur Road,5.0,3.0,180.0,5,3600.0
3135,Hosur Road,2.0,1.0,48.0,2,1170.0
3136,Hosur Road,2.0,1.0,55.0,2,1250.0
3137,Hosur Road,3.0,2.0,103.0,3,1689.0
3139,Hosur Road,4.0,1.0,130.0,4,2000.0
3140,Hosur Road,2.0,2.0,65.0,2,1250.0
3141,Hosur Road,3.0,2.0,103.0,3,1689.0
3144,Hosur Road,2.0,1.0,93.0,2,1223.0
3145,Hosur Road,3.0,2.0,117.0,3,1919.0
3146,Hulimavu,2.0,2.0,50.0,2,1125.0
3147,Hulimavu,2.0,3.0,51.0,2,1242.0
3149,Hulimavu,3.0,2.0,100.0,3,1823.0
3150,Hulimavu,2.0,3.0,36.0,2,1300.0
3151,Hulimavu,2.0,2.0,43.2,2,1080.0
3152,Hulimavu,2.0,2.0,71.5,2,1100.0
3154,Hulimavu,1.0,2.0,50.0,1,688.0
3155,Hulimavu,2.0,2.0,73.0,2,1255.0
3156,Hulimavu,2.0,1.0,48.0,2,1058.0
3157,Hulimavu,2.0,2.0,80.0,2,1375.0
3158,Hulimavu,2.0,1.0,69.0,2,1248.0
3159,Hulimavu,3.0,1.0,135.0,3,1818.0
3160,Hulimavu,2.0,2.0,55.0,2,1225.0
3161,Hulimavu,2.0,2.0,74.0,2,1255.0
3162,Hulimavu,2.0,2.0,45.0,2,1175.0
3163,Hulimavu,2.0,2.0,69.0,2,1255.0
3164,Hulimavu,2.0,3.0,66.0,2,1255.0
3165,Hulimavu,5.0,2.0,271.0,3,3035.0
3166,Hulimavu,5.0,3.0,220.0,3,3035.0
3167,Hulimavu,2.0,1.0,65.0,2,1127.0
3168,Hulimavu,2.0,1.0,50.0,2,1200.0
3170,Hulimavu,2.0,0.0,75.0,2,1200.0
3171,Hulimavu,2.0,2.0,90.0,3,1430.0
3172,Hulimavu,1.0,1.0,39.5,2,850.0
3173,Hulimavu,2.0,1.0,45.0,2,1000.0
3176,Hulimavu,5.0,3.0,318.0,4,3560.0
3177,Hulimavu,2.0,2.0,38.0,2,1011.0
3178,Hulimavu,2.0,2.0,76.0,2,1276.0
3179,Hulimavu,2.0,0.0,90.0,2,1500.0
3180,Hulimavu,2.0,0.0,60.48,2,1315.0
3181,Hulimavu,2.0,1.0,76.0,2,1021.0
3182,Hulimavu,1.0,1.0,29.0,1,581.0
3183,Hulimavu,2.0,3.0,45.0,2,935.0
3184,Hulimavu,2.0,2.0,125.0,2,1050.0
3186,Hulimavu,2.0,1.0,82.0,3,1260.0
3187,Hulimavu,1.0,1.0,20.0,1,450.0
3188,Hulimavu,2.0,1.0,84.5,2,1231.0
3189,Hulimavu,2.0,1.0,150.0,3,1916.0
3190,Hulimavu,2.0,2.0,44.6,2,1115.0
3191,ISRO Layout,6.0,3.0,250.0,6,4400.0
3192,ISRO Layout,2.0,1.0,60.0,2,1000.0
3193,ISRO Layout,2.0,1.0,60.0,2,1000.0
3194,ISRO Layout,2.0,3.0,68.0,3,1310.0
3195,ISRO Layout,4.0,2.0,255.0,4,4200.0
3196,ISRO Layout,2.0,1.0,51.0,2,1050.0
3197,ITPL,3.0,1.0,56.12,3,1200.0
3198,ITPL,3.0,2.0,89.5,3,1548.0
3199,ITPL,3.0,1.0,68.4,3,1200.0
3200,ITPL,3.0,1.0,56.12,3,1200.0
3201,ITPL,3.0,1.0,56.12,3,1200.0
3202,ITPL,3.0,1.0,61.52,3,1500.0
3203,ITPL,5.0,0.0,300.0,4,5667.5
3204,Iblur Village,3.0,1.0,235.0,3,3235.0
3205,Iblur Village,5.0,1.0,290.0,4,3596.0
3206,Iblur Village,3.0,2.0,130.0,3,1920.0
3207,Iblur Village,3.0,2.0,135.0,3,1995.0
3208,Iblur Village,5.0,1.0,282.0,4,3596.0
3209,Iblur Village,3.0,2.0,129.0,3,1918.0
3211,Iblur Village,4.0,2.0,145.0,3,2100.0
3212,Iblur Village,3.0,2.0,150.0,3,1920.0
3213,Iblur Village,3.0,2.0,130.0,3,1920.0
3214,Iblur Village,3.0,2.0,150.0,3,1920.0
3215,Iblur Village,4.0,2.0,138.0,3,2000.0
3216,Iblur Village,5.0,1.0,260.0,4,3596.0
3217,Iblur Village,5.0,1.0,279.0,4,3596.0
3218,Iblur Village,4.0,1.0,200.0,3,2666.0
3219,Iblur Village,5.0,3.0,420.0,5,5384.0
3220,Iblur Village,5.0,1.0,297.0,4,3596.0
3221,Iblur Village,6.0,2.0,425.0,5,5515.0
3222,Iblur Village,3.0,2.0,130.0,3,1920.0
3223,Iblur Village,4.0,2.0,268.0,4,3596.0
3226,Indira Nagar,2.0,2.0,93.0,2,1200.0
3227,Indira Nagar,2.0,2.0,105.0,2,1128.0
3228,Indira Nagar,3.0,1.0,330.0,3,2800.0
3229,Indira Nagar,3.0,2.0,200.0,3,1650.0
3231,Indira Nagar,2.0,1.0,102.0,2,1210.0
3232,Indira Nagar,2.0,2.0,105.0,2,1224.0
3233,Indira Nagar,3.0,2.0,225.0,3,2070.0
3234,Indira Nagar,1.0,0.0,70.0,1,500.0
3235,Indira Nagar,2.0,2.0,168.0,2,1400.0
3236,Indira Nagar,4.0,2.0,525.0,4,2400.0
3238,Indira Nagar,2.0,2.0,100.0,2,1145.0
3239,Indira Nagar,2.0,2.0,170.0,2,1470.0
3240,Indira Nagar,3.0,2.0,324.0,3,2700.0
3241,Indira Nagar,1.0,2.0,57.0,1,850.0
3242,Indira Nagar,8.0,1.0,600.0,8,3250.0
3243,Indira Nagar,4.0,2.0,312.0,3,2601.0
3244,Indira Nagar,2.0,2.0,100.0,2,1260.0
3245,Indira Nagar,3.0,2.0,191.0,3,1740.0
3246,Indira Nagar,3.0,3.0,220.0,3,1650.0
3249,Indira Nagar,3.0,1.0,275.0,3,1440.0
3250,Indira Nagar,2.0,2.0,171.0,2,1475.0
3251,Indira Nagar,4.0,2.0,440.0,4,3200.0
3252,Indira Nagar,4.0,1.0,700.0,4,4000.0
3253,Indira Nagar,1.0,2.0,60.0,1,850.0
3254,Indira Nagar,4.0,2.0,405.0,4,2400.0
3257,Indira Nagar,3.0,2.0,200.0,3,1650.0
3258,Indira Nagar,4.0,3.0,365.0,4,2800.0
3259,Indira Nagar,2.0,3.0,120.0,2,1260.0
3260,Indira Nagar,2.0,1.0,130.0,2,1149.0
3262,Indira Nagar,6.0,2.0,475.0,6,2400.0
3263,JP Nagar,3.0,3.0,150.0,3,1850.0
3264,JP Nagar,2.0,2.0,375.0,5,5520.0
3265,JP Nagar,2.0,2.0,70.0,2,1100.0
3266,JP Nagar,2.0,1.0,49.0,2,940.0
3268,JP Nagar,4.0,0.0,314.5,4,4624.5
3269,JP Nagar,2.0,2.0,45.0,2,1078.0
3270,JP Nagar,1.0,1.0,44.0,1,1050.0
3271,JP Nagar,2.0,0.0,93.865,2,1352.5
3272,JP Nagar,2.0,2.0,62.0,2,1200.0
3273,JP Nagar,2.0,1.0,90.87,2,1300.0
3274,JP Nagar,2.0,1.0,85.4,3,1315.0
3275,JP Nagar,3.0,2.0,112.0,3,1690.0
3278,JP Nagar,2.0,1.0,109.0,2,1300.0
3280,JP Nagar,1.0,1.0,52.5,1,750.0
3281,JP Nagar,2.0,3.0,78.0,2,1200.0
3283,JP Nagar,2.0,1.0,45.0,2,1100.0
3284,JP Nagar,2.0,1.0,47.88,2,1197.0
3286,JP Nagar,2.0,1.0,45.0,2,820.0
3287,JP Nagar,3.0,1.0,123.0,3,1750.0
3288,JP Nagar,2.0,2.0,152.0,3,2195.0
3289,JP Nagar,2.0,2.0,237.5,3,3496.5
3293,JP Nagar,1.0,0.0,34.27,1,745.0
3294,JP Nagar,2.0,2.0,90.0,2,1150.0
3296,JP Nagar,3.0,1.0,138.0,3,1960.0
3298,JP Nagar,2.0,2.0,60.0,2,1250.0
3299,JP Nagar,3.0,3.0,196.0,3,2400.0
3300,JP Nagar,2.0,1.0,91.65,2,1300.0
3301,JP Nagar,2.0,1.0,57.0,2,1107.0
3302,JP Nagar,2.0,2.0,93.0,2,1250.0
3303,JP Nagar,2.0,1.0,108.0,3,1500.0
3304,JP Nagar,3.0,2.0,125.0,3,1520.0
3305,JP Nagar,2.0,1.0,99.0,2,1405.0
3306,JP Nagar,2.0,1.0,73.0,2,1157.0
3308,JP Nagar,2.0,1.0,44.0,2,1048.0
3309,"JP Nagar 7th Phase,",2.0,1.0,74.0,2,1150.0
3310,"JP Nagar 7th Phase,",2.0,2.0,93.0,3,1503.0
3311,"JP Nagar 8th Phase,",3.0,2.0,82.0,3,1853.0
3312,"JP Nagar 8th Phase,",5.0,2.0,250.0,4,5000.0
3313,"JP nagar 9th Phase,",3.0,2.0,72.0,3,1531.0
3314,Jakkur,2.0,3.0,75.0,2,1417.0
3315,Jakkur,2.0,2.0,125.0,3,1590.0
3316,Jakkur,2.0,1.0,77.0,2,1279.0
3317,Jakkur,3.0,2.0,107.0,3,1710.0
3318,Jakkur,2.0,1.0,86.51,3,1396.0
3319,Jakkur,6.0,3.0,249.0,4,3467.86
3320,Jakkur,3.0,1.0,124.0,3,1865.0
3321,Jakkur,2.0,2.0,260.5,4,3181.0
3322,Jakkur,3.0,2.0,139.0,3,1760.0
3323,Jakkur,2.0,1.0,100.0,2,1290.0
3324,Jakkur,2.0,1.0,100.0,2,1452.19
